Denominazione,Abstract,Categoria,Tipologia_Prevalente,Comune,Indirizzo,Proprieta,Date_complesso_archivistico,lat_comune,long_omune
Mostra Demo di Palazzo Vitale Stigliano,"La Mostra, aperta al pubblico nel 2006, è stata allestita dall’Associazione C.E.A, Centro di educazione ambientale, nel Palazzo Vitale, un'antica dimora gentilizia costruita alla fine del 1700. L’esposizione annovera oggetti del mondo agricolo e pastorale utilizzati fino alla metà del Novecento e raccolti per una vita intera da Innocenzo Colangelo, un imprenditore agricolo di Stigliano. Sono presenti, inoltre, oggetti relativi a diversi mestieri dell’artigianato locale (falegname, muratore, fabbro-maniscalco, bottaio, campanaro, sellaio ecc.), alla vita quotidiana e sociale. L’allestimento è arricchito da diverse figure in cartapesta (buoi, muli, asini, ecc.), realizzate all'interno dei laboratori del palazzo, che contestualizzano gli oggetti esposti in un percorso didattico chiaro. La gestione e la cura della Mostra permanente è affidata ai soci della dall’Associazione C.E.A, e in particolare ai membri del direttivo, tra cui Giovanni Sansone, Mario Sansone, Antonio Tornaquindici, Innocenzo Colangelo, Rocco Giosuè Fornabaio, Raffaele Sansone, a cui occorre rivolgersi per poterla visitare.",Archivio Collezioni Private,Collezione oggettuale,Stigliano,"Via Menotti, 95 - 75018 - Stigliano (MT)",Associazione C.E.A,,40.4035200,16.2277300
Museo di Storia e Civiltà Contadina Stigliano,"l Museo, aperto al pubblico nel 1994, ospita una collezione eterogenea messa insieme a partire dagli anni Ottanta del Novecento da Rocco De Rosa e Antonio Fanelli. Si tratta di oggetti, provenienti da Stigliano e dagli altri paesi dell’Agri-Sauro, relativi all’attività agricola e pastorale, a diversi mestieri dell’artigianato locale, alla vita quotidiana e sociale. La collezione è esposta nei vecchi locali del frantoio situato presso la Chiesa madre di Stigliano, di proprietà di entrambi i collezionisti, e in una vecchia abitazione adiacente, che appartiene solamente a De Rosa, dove è stato ricostruito un ambiente domestico tradizionale. Altri oggetti, quasi tutti in ferro, trovano posto nell’area esterna agli spazi espositivi. La struttura museale dispone anche di diversi ambienti, a poca distanza, che fungono da deposito per la gran parte dei manufatti. ; Ai fini di tutelare la cospicua raccolta oggettuale, i due collezionisti hanno fondato, nel 2000, l’associazione “L’angolo della memoria”, che possiede un’interessante biblioteca con molte pubblicazioni locali.",Archivio Collezioni Private,Collezione oggettuale,Stigliano,"Via del colombo, 12 - Largo Chiesa Madre -75018 - Stigliano (MT)",Rocco De Rosa e Antonio Fanelli,,40.4035200,16.2277300
Archivio Storico Comunale di Bernalda,"L'archivio storico e, in parte, quello di deposito risulta ubicato, già dall'anno 1993, in un locale seminterrato della scuola elementare in un locale adeguato alla conservazione di materiale archivistico. Nel corso dell'anno 1998 è stato realizzato un progetto di sistemazione dell'archivio a cura del personale comunale ma non un intervento scientifico di schedatura e riordinamento. L'intervento di sistemazione si era reso necessario a motivo dei ripetuti trasferimenti subiti, nell'ultimo ventennio, dall'archivio comunale sia a causa dei lavori di ristrutturazione della sede comunale sia per l'indisponibilità di locali idonei alla conservazione dei documenti. Il materiale archivistico risultava, infatti, ammassato a terra alla rinfusa ed era assolutamente impossibile qualsiasi forma di consultazione. La documentazione, inoltre, era stata interessata da uno scarto irregolare effettuato nel corso dei continui trasferimenti. Il materiale documentale risulta, ora, raggruppato sommariamente per serie, per oggetto o per categorie. L'archivio comprende atti delle 15 categorie anteriori al 1897, anche preunitari, a partire dal 1807. Sono stati rinvenuti circa 100 pezzi appartenenti all'Ufficio di Conciliazione per i quali non sono stati rilevati gli estremi cronologici.",Archivio Pubblico Non Statale,Archivio documentale,Bernalda,"Piazza Plebiscito, 15 ; 75012 Bernalda MT",Comune di Bernalda,1807 - 1976,40.4139259,16.6928148
Archivio Domenico Delicio,"Un archivio cartaceo conservato in 10 faldoni, materiale audiovisivo e 9 album di fotografie documentano l'attività politico-sindacale di Domenico Delicio (1920-1970), sindaco di Bernalda nell'immediato secondo dopoguerra.",Archivio Collezioni Private,Archivio documentale,Bernalda,"Via Mazzini, Bernalda",,1940-1975,40.4139259,16.6928148
Archivio Storico Comunale di Marsico Nuovo,- Deliberazioni ; - Atti delle XV categorie. L'archivio ha subito perdite a causa di scarti abusivi e trasferimenti della sede comunale.,Archivio Pubblico Non Statale,Archivio documentale,Marsico Nuovo,"Piazza Unità d'Italia, 1 ; 85052 Marsico Nuovo PZ",Comune di Marsico Nuovo,1810 - 2000,40.4239687,15.7354613
Archivio Storico Comunale di Laurenzana,Stato civile del Comune di Laurenzana,Archivio Pubblico Non Statale,Archivio documentale,Laurenzana,"Ss.92 Km.36,800 ; 85014 Laurenzana PZ",,1827 - 2006,40.4586130,15.9715780
Archivio Storico Comunale di Calvello,"- Catasto onciario ; - Ricostruzione L. 219/81 ; - Atti delle XV categorie. L'archivio, il cui riordinamento è stato interrotto nel 1989, ha subito una perdita di atti imprecisata a causa di un incendio della sede comunale avvenuto nel 1934.",Archivio Pubblico Non Statale,Archivio documentale,Calvello,"Comune di Calvello ; Piazza Falcone, 1 ; 85010 Calvello PZ",Comune di Calvello,1748 - sec. XX,40.4770370,15.8495555
Archivio Storico Comunale di Brienza,L'archivio dell'ente ha subito decurtazioni a causa di un presunto scarto abusivo effettuato nel 1956 e di presunte dispersioni verificatesi in seguito al terremoto del 1980. ; Manca perciò gran parte della documentazione del XIX secolo e precedente.,Archivio Pubblico Non Statale,Archivio documentale,Brienza,"Comune di Brienza ; Piazza Municipio, 4 ; 85050 Brienza PZ",Comune di Brienza,1910 - 2003,40.4788644,15.6308375
Archivio Storico Comunale di San Mauro Forte,"Documenti. L'archivio storico e di deposito del comune di San Mauro Forte sono ubicati nel sottotetto della sede del municipio in cinque ambienti comunicanti tra loro. Non esiste un servizio d'archivio formalmente istituito. Trattasi di: ; - deliberazioni originali, 1951 - 1959, vol. 1; ; - protocolli della corrispondenza, 1943 - 1966, regg. 5; L'archivio storico e di deposito del comune di San Mauro Forte sono stati, in passato, oggetto di operazioni di recupero condotti da personale interno ed esterno all'amministrazione comunale. Tali lavori, però, sembra siano consistiti in mere operazioni di riordinamento sommario di alcuni nuclei di documentazione, di ricondizionamento di materiale documentario conservato in buste deteriorate e di scarto di modulistica e di altro materiale di risulta. Nell'anno 2004 il Comune di San Mauro Forte ha potuto beneficiare del finanziamento della quota dell'8 per mille IRPEF per lavori di riordinamento di tutto l'archivio storico. Nel corso di questa seconda operazione, il materiale documentale ritenuto storico è stato individuato e separato da quello di deposito e sono state avviate operazioni di schedatura informatizzata. Tuttavia, allo stato attuale, non risultano essere state portate a compimento le operazioni di riordinamento e di redazione dell'inventario analitico. ; - carteggio, 1938 - 1977",Archivio Pubblico Non Statale,Archivio documentale,San Mauro Forte,"Palazzo Acquaviva Via Pietro Marsilio, 45 75010 San Mauro Forte",Comune di San Mauro Forte,1809 - 1970,40.4867280,16.2505890
Archivio Storico Comunale di Sasso di Castalda,,Archivio Pubblico Non Statale,Archivio documentale,Sasso di Castalda,"Via Roma, 3 ; 85050 Sasso di Castalda PZ",Comune di Sasso di Castalda,,40.4878148,15.6782962
Archivio Storico Comunale di Accettura,"La parte più antica e cospicua dell'archivio comunale giace ammassata ed abbandonata in un grande ambiente sito alla periferia del paese. Le carte d'archivio dovrebbero essere state trasportate in questo luogo nell'anno 1993. Le operazioni di trasferimento furono, all'epoca, effettuate senza le opportune cautele perciò, già in quell'occasione, le carte subirono un grave sconvolgimento. Tracce di tentativi di schedatura si individuano su alcune buste sulle quali risulta applicata una scheda di rilevamento sommariamente compilata. Tra il 1988 ed il 1989, infatti, il Comune di Accettura avviò, sotto la guida della Soprintendenza Archivistica, una schedatura del materiale archivistico reclutando per un periodo di sei mesi alcuni giovani diplomati. Il lavoro di schedatura di una minima parte di documenti venne, però, interrotto. Altro materiale documentale è conservato in una stanza a piano terra presso la sede municipale e nel sottotetto del municipio. Presso la biblioteca comunale sono stati rinvenuti alcuni registri di deliberazioni di giunta e di consiglio risalenti ai primi anni del secolo. I documenti non presentano tracce di classificazione. Sono state individuate poche serie incomplete e lacunose.",Archivio Pubblico Non Statale,Archivio documentale,Accettura,Via Roma ; 75011 Accettura MT,,1865 - 1983,40.4920370,16.1589259
Archivio Famiglia Rigirone,Documentazione della famiglia e della gestione di importanti attività agricole. [inventario],Archivio Collezioni Private,Archivio documentale,Ferrandina,Piazza Plebiscito - 75013 (Ferrandina MT),,1582-1969,40.5023703,16.4556481
Archivio Storico Comunale di Ferrandina,"Comune di Ferrandina, Ferrandina (Matera), sec. XIX -, SIUSA ; Universitas di Ferrandina, Ferrandina (Matera), sec. XV - sec. XIX, SIUSA. ; L'archivio del Comune di Ferrandina è stato oggetto di un parziale intervento di schedatura, iniziato nel 1984 a cura dell'Archivio di Stato di Matera, che si è interrotto nel 1987. Le buste schedate sono state 172 ed è stato redatto un elenco sommario di consistenza. Si ha notizia che nel 1949 vi è stato uno scarto abusivo riguardante le carte annonarie e che è andata dispersa una pergamena datata 9.5.1731 riguardante un privilegio, concesso da Carlo III di Borbone, per l'istituzione della Fiera annuale. Nel 2005 sono stati avviati lavori di schedatura informatizzata, riordinamento ed inventariazione della documentazione più antica e si sta procedendo all'elaborazione dell'inventario analitico.",Archivio Pubblico Non Statale,Archivio documentale,Ferrandina,Piazza Plebiscito - 75013 (Ferrandina MT),Comune di Ferrandina,1826 - 1995,40.5023703,16.4556481
Archivio Storico Comunale di Abriola,"L'archivio comprende una sezione separata, corredata di inventario. Il documento più antico risale al XVII sec., ma la documentazione risulta qualitativamente e quantitativamente povera. Ciò è dovuto, infatti, a dispersioni e distruzioni avvenute sia a causa di eventi storici (terremoti, incendi, brigantaggio), sia a causa dell'incuria umana. ; - Carteggio generale ; - Protocolli di corrispondenza ; - Deliberazioni del decurionato ; - Deliberazioni del consiglio ; - Deliberazioni della giunta ; - Deliberazioni del podesta' ; - Deliberazioni del commissario prefettizio ; - Ordinanze del sindaco ; - Beni mobili e immobili ; - Bilanci e conti consuntivi, verifiche di cassa ; - Mandati di pagamento ; - Giornali e mastri di contabilita' ; - Liste di leva ; - Ruoli matricolari ; - Liste elettorali ; - Popolazione e censimenti ; - Fogli di famiglia ; - Catasto onciario",Archivio Pubblico Non Statale,Archivio documentale,Abriola,"Comune di Abriola Via Passarelli, 42 ; 85010 Abriola PZ",Comune di Abriola,1761 -,40.5080717,15.8137466
Archivio Storico Comunale di Pomarico,"Documenti. ; L'Archivio storico del Comune di Pomarico ha sede presso il settecentesco Palazzo Marchesale ""Donnaperna"". Nell'archivio sono conservati documenti preunitari, fin dagli inizi del 1700, ai tempi del Regno delle Due Sicilie con documenti del Decurionato Locale. Il complesso documentario si presenta completamente ordinato e ben conservato con serie e categorie complete",Archivio Pubblico Non Statale,Archivio documentale,Pomarico,C.so Vittorio Emanuele 75016 Pomarico MT,Comune di Pomarico,1740 - 1978,40.5155970,16.5487550
Archivio Storico Comunale di Anzi,- Deliberazioni del Consiglio e della Giunta ; - Catasto provvisorio ; - Conti consuntivi ; - Carteggio delle XV categorie.Il complesso ha subito dispersioni in seguito ad una sommossa popolare avvenuta nel 1950 e ai trasferimenti della sede comunale dovuti al sisma del 1980. ; L'ente ha recentemente avviato un progetto di riordinamento del materiale più antico finalizzato alla creazione di una sezione separata d'archivio. Il complesso ha subito dispersioni in seguito ad una sommossa popolare avvenuta nel 1950 e ai trasferimenti della sede comunale dovuti al sisma del 1980.,Archivio Pubblico Non Statale,Archivio documentale,Anzi,"Comune di Anzi ; Via Fittipaldi, 1 ; 85010 Anzi PZ",Comune di Anzi,1810 - 2003,40.5176666,15.9254814
VALE (VIRTUAL ARCHIVE OF LUCANIA’S ETHNOLOGY),"VALE (VIRTUAL ARCHIVE OF LUCANIA’S ETHNOLOGY) è la prima piattaforma open source del patrimonio culturale antropologico lucano e anche il primo archivio che permette un’interazione peer to peer. Infatti VALE è il primo archivio virtuale sui beni immateriali dove tutti gli utenti possono liberamente partecipare alla costituzione e all’arricchimento caricando dall’app o sulla piattaforma web la propria esperienza durante un rituale, una festa antropologica o un momento identitario. VALE è nato dall’idea del giovane antropologo Mariano Marcogiuseppe e dall’esigenza di raccogliere, tutelare, rendere fruibile e diffondere il ricco patrimonio antropologico della Basilicata. Il materiale presente raccoglie diverse fonti audiovisive, foto e articoli sul patrimonio lucano.",Archivio Collezioni Private,Archivio visivo;Archivio sonoro;Archivio audiovisivo;Archivio documentale,Anzi,"VIa San Domenico, 5 ; 85010 Anzi, Pz",Privata: “CENTRO LUCANO DI STUDI E RICERCHE DEMO-ETNO-ANTROPOLOGICHE” A.P.S.,,40.5176666,15.9254814
